出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","114","2","5348","正能量智能","112921.00","81928.00","--","--","30993.00","--","--","30993.00","36488.00","--","-5495.00","-3570.00","-9065.00","1132.00","-10197.00","--","--","-10197.00","--","--","-10197.00","-12118.00","0.00","1921.00","-12118.00","0.00","1921.00","-0.82"
"114/10/28","114","2","5351","鈺創","1371852.00","1253126.00","--","--","118726.00","--","--","118726.00","616037.00","33761.00","-463550.00","-7038.00","-470588.00","0.00","-470588.00","--","--","-470588.00","305.00","--","-470283.00","-425901.00","--","-44687.00","-422553.00","--","-47730.00","-1.31"
"114/10/28","114","2","5353","台林","878691.00","674936.00","--","--","203755.00","--","--","203755.00","153791.00","--","49964.00","-11214.00","38750.00","1124.00","37626.00","--","--","37626.00","2848.00","--","40474.00","37626.00","--","0.00","40474.00","--","0.00","0.50"
"114/10/28","114","2","5355","佳總","240955.00","281991.00","--","--","-41036.00","--","--","-41036.00","43324.00","--","-84360.00","5461.00","-78899.00","-2809.00","-76090.00","--","--","-76090.00","-8950.00","--","-85040.00","-76090.00","--","--","-85040.00","--","--","-0.46"
"114/10/28","114","2","5356","協益","1651352.00","1425065.00","--","--","226287.00","--","--","226287.00","147674.00","--","78613.00","-148114.00","-69501.00","8151.00","-77652.00","--","--","-77652.00","-266825.00","--","-344477.00","-77652.00","--","0.00","-344477.00","--","0.00","-0.75"
"114/10/28","114","2","5364","力麗店","152960.00","147589.00","--","--","5371.00","--","--","5371.00","44076.00","--","-38705.00","-659.00","-39364.00","-99.00","-39265.00","--","--","-39265.00","31683.00","--","-7582.00","-38806.00","--","-459.00","-7123.00","--","-459.00","-0.61"
"114/10/28","114","2","5371","中光電","18331512.00","15057290.00","--","--","3274222.00","--","--","3274222.00","3440940.00","--","-166718.00","261082.00","94364.00","20907.00","73457.00","0.00","--","73457.00","-3342964.00","--","-3269507.00","76647.00","--","-3190.00","-3190999.00","--","-78508.00","0.20"
"114/10/28","114","2","5381","合正","1104143.00","828153.00","--","--","275990.00","--","--","275990.00","109515.00","--","166475.00","-14565.00","151910.00","35495.00","116415.00","--","--","116415.00","-35995.00","--","80420.00","110732.00","--","5683.00","74737.00","--","5683.00","0.46"
"114/10/28","114","2","5386","青雲","2494834.00","2281351.00","--","--","213483.00","--","--","213483.00","60719.00","--","152764.00","-45848.00","106916.00","21389.00","85527.00","--","--","85527.00","-1975.00","--","83552.00","--","--","--","--","--","--","2.39"
"114/10/28","114","2","5392","能率","4280658.00","3639230.00","--","--","641428.00","--","--","641428.00","647614.00","--","-6186.00","-48088.00","-54274.00","58587.00","-112861.00","--","--","-112861.00","-481909.00","--","-594770.00","-95739.00","--","-17122.00","-542525.00","--","-52245.00","-0.57"
"114/10/28","114","2","5398","慕康生醫","102269.00","63821.00","--","--","38448.00","--","--","38448.00","35897.00","--","2551.00","8373.00","10924.00","2335.00","8589.00","--","--","8589.00","-19519.00","--","-10930.00","8589.00","--","--","-10930.00","--","--","0.17"
"114/10/28","114","2","5403","中菲","1671466.00","1041052.00","--","--","630414.00","--","--","630414.00","278996.00","--","351418.00","8255.00","359673.00","71935.00","287738.00","--","--","287738.00","-8894.00","--","278844.00","--","--","--","--","--","--","3.92"
"114/10/28","114","2","5410","國眾","2162124.00","1770351.00","--","--","391773.00","--","--","391773.00","246414.00","--","145359.00","4432.00","149791.00","26628.00","123163.00","--","--","123163.00","-5447.00","--","117716.00","123525.00","--","-362.00","118078.00","--","-362.00","1.35"
"114/10/28","114","2","5425","台半","9216282.00","6604033.00","--","--","2612249.00","--","--","2612249.00","1866421.00","--","745828.00","-158667.00","587161.00","162677.00","424484.00","--","--","424484.00","-723896.00","--","-299412.00","157655.00","--","266829.00","-339360.00","--","39948.00","0.64"
"114/10/28","114","2","5426","振發","887416.00","692810.00","--","--","194606.00","--","--","194606.00","116076.00","--","78530.00","-6997.00","71533.00","31326.00","40207.00","--","--","40207.00","-119142.00","--","-78935.00","40393.00","--","-186.00","-78749.00","--","-186.00","0.28"
"114/10/28","114","2","5432","新門","92516.00","70728.00","--","--","21788.00","--","--","21788.00","11277.00","--","10511.00","-798.00","9713.00","0.00","9713.00","--","--","9713.00","-11013.00","--","-1300.00","--","--","--","--","--","--","0.47"
"114/10/28","114","2","5438","東友","720996.00","609654.00","--","--","111342.00","--","--","111342.00","113717.00","--","-2375.00","5972.00","3597.00","-2836.00","6433.00","--","--","6433.00","-482231.00","--","-475798.00","6433.00","--","--","-475798.00","--","--","0.08"
"114/10/28","114","2","5439","高技","3712346.00","2985557.00","--","--","726789.00","--","--","726789.00","189631.00","--","537158.00","-114355.00","422803.00","68970.00","353833.00","--","--","353833.00","-138.00","--","353695.00","353833.00","--","--","353695.00","--","--","3.81"
"114/10/28","114","2","5443","均豪","2143886.00","1352938.00","--","--","790948.00","--","--","790948.00","555914.00","--","235034.00","113574.00","348608.00","57321.00","291287.00","--","--","291287.00","-1276344.00","--","-985057.00","246537.00","--","44750.00","-961995.00","--","-23062.00","1.53"
"114/10/28","114","2","5450","南良","1233846.00","919402.00","--","--","314444.00","--","--","314444.00","281589.00","--","32855.00","-29207.00","3648.00","10408.00","-6760.00","--","--","-6760.00","-113936.00","--","-120696.00","-6760.00","--","--","-120696.00","--","--","-0.06"
"114/10/28","114","2","5452","佶優","2563014.00","2269175.00","--","--","293839.00","--","--","293839.00","221223.00","--","72616.00","-18155.00","54461.00","21585.00","32876.00","--","--","32876.00","-159254.00","--","-126378.00","24679.00","0.00","8197.00","-111382.00","0.00","-14996.00","0.17"
"114/10/28","114","2","5455","昇益","2025736.00","1599497.00","--","--","426239.00","--","--","426239.00","110054.00","--","316185.00","-1081.00","315104.00","77626.00","237478.00","--","--","237478.00","-4848.00","--","232630.00","--","--","--","--","--","--","3.62"
"114/10/28","114","2","5457","宣德","10920408.00","9030017.00","--","--","1890391.00","--","--","1890391.00","1412088.00","--","478303.00","52497.00","530800.00","153728.00","377072.00","--","--","377072.00","-1018669.00","--","-641597.00","82670.00","--","294402.00","-424872.00","--","-216725.00","0.48"
"114/10/28","114","2","5460","同協","119764.00","85996.00","--","--","33768.00","--","--","33768.00","43394.00","-126.00","-9752.00","-8387.00","-18139.00","-3559.00","-14580.00","--","--","-14580.00","-26385.00","--","-40965.00","-14580.00","--","--","-40965.00","--","--","-0.25"
"114/10/28","114","2","5464","霖宏","473660.00","440955.00","--","--","32705.00","--","--","32705.00","91931.00","--","-59226.00","-225001.00","-284227.00","-51951.00","-232276.00","--","--","-232276.00","--","--","-232276.00","-232276.00","--","0.00","-232276.00","--","0.00","-3.27"
"114/10/28","114","2","5465","富驊","3120751.00","2720560.00","--","--","400191.00","--","--","400191.00","177915.00","--","222276.00","-63693.00","158583.00","24914.00","133669.00","--","--","133669.00","-264467.00","--","-130798.00","98759.00","--","34910.00","-116044.00","--","-14754.00","0.67"
"114/10/28","114","2","5468","凱鈺","56399.00","41041.00","--","--","15358.00","--","--","15358.00","20589.00","--","-5231.00","-301.00","-5532.00","5.00","-5537.00","--","--","-5537.00","--","--","-5537.00","-5537.00","--","--","-5537.00","--","--","-0.15"
"114/10/28","114","2","5474","聰泰","682742.00","386439.00","--","--","296303.00","--","--","296303.00","189780.00","--","106523.00","-4430.00","102093.00","16198.00","85895.00","--","--","85895.00","--","--","85895.00","--","--","--","--","--","--","2.16"
"114/10/28","114","2","5475","德宏","363989.00","308807.00","--","--","55182.00","--","--","55182.00","89481.00","--","-34299.00","373.00","-33926.00","0.00","-33926.00","--","--","-33926.00","-77559.00","--","-111485.00","-33502.00","--","-424.00","-111061.00","--","-424.00","-0.26"
"114/10/28","114","2","5478","智冠","3168470.00","1466400.00","--","--","1702070.00","--","--","1702070.00","1156383.00","--","545687.00","237044.00","782731.00","121118.00","661613.00","--","--","661613.00","-823750.00","--","-162137.00","621856.00","--","39757.00","-183069.00","--","20932.00","4.15"
"114/10/28","114","2","5481","新華","47222.00","26623.00","--","--","20599.00","--","--","20599.00","43753.00","--","-23154.00","-10471.00","-33625.00","607.00","-34232.00","--","--","-34232.00","-17.00","--","-34249.00","-34232.00","--","0.00","-34249.00","--","0.00","-0.52"
"114/10/28","114","2","5483","中美晶","39604401.00","29407988.00","--","--","10196413.00","--","--","10196413.00","4439570.00","--","5756843.00","-795600.00","4961243.00","1435543.00","3525700.00","--","--","3525700.00","-7514025.00","--","-3988325.00","1453138.00","--","2072562.00","-1603990.00","--","-2384335.00","2.37"
"114/10/28","114","2","5487","通泰","87375.00","57802.00","--","--","29573.00","--","--","29573.00","36869.00","--","-7296.00","-10960.00","-18256.00","-4453.00","-13803.00","--","--","-13803.00","-7450.00","--","-21253.00","-13803.00","--","0.00","-21253.00","--","0.00","-0.57"
"114/10/28","114","2","5488","松普","344317.00","297201.00","--","--","47116.00","--","--","47116.00","49651.00","--","-2535.00","21819.00","19284.00","2796.00","16488.00","--","--","16488.00","-107152.00","--","-90664.00","16488.00","--","--","-90664.00","--","--","0.18"
"114/10/28","114","2","5489","彩富","806462.00","506395.00","--","--","300067.00","--","--","300067.00","165898.00","--","134169.00","-65863.00","68306.00","10280.00","58026.00","--","--","58026.00","-1075.00","--","56951.00","57998.00","--","28.00","56923.00","--","28.00","0.58"
"114/10/28","114","2","5490","同亨","758093.00","406101.00","--","--","351992.00","--","--","351992.00","236221.00","--","115771.00","-18072.00","97699.00","17720.00","79979.00","--","--","79979.00","-44745.00","--","35234.00","79979.00","--","--","35234.00","--","--","0.86"
"114/10/28","114","2","5493","三聯","2642849.00","2316328.00","--","--","326521.00","--","--","326521.00","148546.00","--","177975.00","32718.00","210693.00","44939.00","165754.00","--","--","165754.00","-181427.00","--","-15673.00","57904.00","--","107850.00","-121791.00","--","106118.00","1.33"
"114/10/28","114","2","5498","凱崴","636354.00","583023.00","--","--","53331.00","--","--","53331.00","63324.00","--","-9993.00","-18920.00","-28913.00","5064.00","-33977.00","--","--","-33977.00","-173307.00","--","-207284.00","-34323.00","--","346.00","-207630.00","--","346.00","-0.18"
"114/10/28","114","2","5508","永信建","1306110.00","709150.00","--","--","596960.00","--","--","596960.00","116096.00","--","480864.00","-3524.00","477340.00","95110.00","382230.00","--","--","382230.00","--","--","382230.00","382230.00","--","--","382230.00","--","--","1.76"
"114/10/28","114","2","5511","德昌","4630272.00","3911539.00","--","--","718733.00","--","--","718733.00","224140.00","--","494593.00","-46045.00","448548.00","120616.00","327932.00","--","--","327932.00","-30185.00","--","297747.00","341211.00","--","-13279.00","311026.00","--","-13279.00","3.01"
"114/10/28","114","2","5512","力麒","3141054.00","2411206.00","--","--","729848.00","--","--","729848.00","295277.00","--","434571.00","-181491.00","253080.00","98938.00","154142.00","--","--","154142.00","-234856.00","--","-80714.00","55768.00","--","98374.00","-129666.00","--","48952.00","0.07"
"114/10/28","114","2","5514","三豐","2890.00","879.00","--","--","2011.00","--","--","2011.00","29814.00","--","-27803.00","2088.00","-25715.00","--","-25715.00","--","--","-25715.00","-55029.00","--","-80744.00","-25713.00","--","-2.00","-80742.00","--","-2.00","-0.11"
"114/10/28","114","2","5516","雙喜","884077.00","860903.00","--","--","23174.00","--","--","23174.00","18805.00","--","4369.00","-29422.00","-25053.00","-5117.00","-19936.00","--","--","-19936.00","690.00","--","-19246.00","--","--","--","--","--","--","-0.39"
"114/10/28","114","2","5520","力泰","1997924.00","1521917.00","--","--","476007.00","--","--","476007.00","103313.00","--","372694.00","29172.00","401866.00","80071.00","321795.00","--","--","321795.00","-17800.00","--","303995.00","316218.00","--","5577.00","298422.00","--","5573.00","5.27"
"114/10/28","114","2","5523","豐謙","2245.00","266.00","--","--","1979.00","--","--","1979.00","13010.00","--","-11031.00","4063.00","-6968.00","31.00","-6999.00","--","--","-6999.00","-1458.00","--","-8457.00","-7030.00","--","31.00","-8488.00","--","31.00","-0.05"
"114/10/28","114","2","5529","鉅陞","27296.00","23672.00","--","--","3624.00","--","--","3624.00","54624.00","--","-51000.00","503.00","-50497.00","0.00","-50497.00","--","--","-50497.00","--","--","-50497.00","-50497.00","--","--","-50497.00","--","--","-0.50"
"114/10/28","114","2","5530","龍巖","2331944.00","920921.00","--","--","1411023.00","--","--","1411023.00","865378.00","31390.00","577035.00","-50387.00","526648.00","68349.00","458299.00","--","--","458299.00","-245893.00","--","212406.00","456065.00","--","2234.00","210499.00","--","1907.00","1.08"
"114/10/28","114","2","5536","聖暉*","19463905.00","15826671.00","--","--","3637234.00","--","--","3637234.00","1044929.00","--","2592305.00","71652.00","2663957.00","689644.00","1974313.00","--","--","1974313.00","-656293.00","--","1318020.00","1504703.00","--","469610.00","1001946.00","--","316074.00","12.13"
"114/10/28","114","2","5543","桓鼎-KY","1483847.00","1294411.00","--","--","189436.00","--","--","189436.00","199523.00","--","-10087.00","-44515.00","-54602.00","5433.00","-60035.00","--","--","-60035.00","-6522.00","--","-66557.00","-60916.00","--","881.00","-55350.00","--","-11207.00","-1.35"
"114/10/28","114","2","5548","安倉","1207823.00","1091454.00","--","--","116369.00","--","--","116369.00","79442.00","--","36927.00","12391.00","49318.00","9921.00","39397.00","--","--","39397.00","--","--","39397.00","--","--","--","--","--","--","0.69"
"114/10/28","114","2","5601","台聯櫃","46148.00","18580.00","--","--","27568.00","--","--","27568.00","11094.00","0.00","16474.00","674.00","17148.00","3408.00","13740.00","--","--","13740.00","--","--","13740.00","--","--","--","--","--","--","0.21"
"114/10/28","114","2","5603","陸海","701396.00","613929.00","--","--","87467.00","--","--","87467.00","84638.00","--","2829.00","2844.00","5673.00","-1689.00","7362.00","--","--","7362.00","-655.00","--","6707.00","6550.00","--","812.00","5895.00","--","812.00","0.06"
"114/10/28","114","2","5604","中連","79011.00","13990.00","--","--","65021.00","--","--","65021.00","10645.00","--","54376.00","3353.00","57729.00","11084.00","46645.00","0.00","--","46645.00","0.00","--","46645.00","46645.00","--","--","46645.00","--","--","0.43"
"114/10/28","114","2","5609","中菲行","14630367.00","12612897.00","--","--","2017470.00","--","--","2017470.00","1320268.00","--","697202.00","9733.00","706935.00","99476.00","607459.00","--","--","607459.00","-993883.00","--","-386424.00","599876.00","--","7583.00","-389384.00","--","2960.00","4.26"
"114/10/28","114","2","5701","劍湖山","256278.00","129515.00","--","--","126763.00","--","--","126763.00","135853.00","--","-9090.00","-22581.00","-31671.00","0.00","-31671.00","--","--","-31671.00","-40221.00","--","-71892.00","-31671.00","--","--","-71892.00","--","--","-0.22"
"114/10/28","114","2","5703","亞都麗緻","217526.00","128293.00","--","--","89233.00","0.00","0.00","89233.00","77976.00","--","11257.00","699.00","11956.00","2483.00","9473.00","--","--","9473.00","0.00","--","9473.00","9473.00","--","--","9473.00","--","--","0.13"
"114/10/28","114","2","5704","老爺知","132189.00","87928.00","--","--","44261.00","--","--","44261.00","50187.00","--","-5926.00","1313.00","-4613.00","3313.00","-7926.00","--","--","-7926.00","--","--","-7926.00","--","--","--","--","--","--","-0.20"
"114/10/28","114","2","5878","台名","440877.00","361744.00","--","--","79133.00","--","--","79133.00","52539.00","--","26594.00","20690.00","47284.00","5886.00","41398.00","--","--","41398.00","-20345.00","--","21053.00","41398.00","--","--","21053.00","--","--","1.65"
"114/10/28","114","2","5902","德記","1215026.00","932410.00","--","--","282616.00","--","--","282616.00","147255.00","--","135361.00","7383.00","142744.00","29480.00","113264.00","--","--","113264.00","-186.00","--","113078.00","113264.00","--","--","113078.00","--","--","1.20"
"114/10/28","114","2","5903","全家","52722434.00","33487984.00","--","--","19234450.00","--","--","19234450.00","18362690.00","--","871760.00","178036.00","1049796.00","239627.00","810169.00","--","--","810169.00","-15690.00","--","794479.00","769161.00","--","41008.00","753293.00","--","41186.00","3.45"
"114/10/28","114","2","5904","寶雅","12340313.00","6964452.00","--","--","5375861.00","--","--","5375861.00","3682287.00","--","1693574.00","23734.00","1717308.00","338674.00","1378634.00","--","--","1378634.00","--","--","1378634.00","--","--","--","--","--","--","12.97"
"114/10/28","114","2","5905","南仁湖","461486.00","128430.00","--","--","333056.00","--","--","333056.00","450320.00","--","-117264.00","11141.00","-106123.00","-367.00","-105756.00","--","--","-105756.00","-14248.00","--","-120004.00","-89914.00","--","-15842.00","-102854.00","--","-17150.00","-0.33"
"114/10/28","114","2","6101","寬魚國際","496407.00","459019.00","--","--","37388.00","--","--","37388.00","29034.00","--","8354.00","-51047.00","-42693.00","-8354.00","-34339.00","--","--","-34339.00","740.00","--","-33599.00","-34339.00","--","--","-33599.00","--","--","-0.30"
"114/10/28","114","2","6103","合邦","44472.00","41980.00","--","--","2492.00","--","--","2492.00","7667.00","--","-5175.00","-14080.00","-19255.00","-1069.00","-18186.00","--","--","-18186.00","-42.00","--","-18228.00","-18186.00","--","--","-18228.00","--","--","-1.34"
"114/10/28","114","2","6104","創惟","2119069.00","1015365.00","--","--","1103704.00","--","--","1103704.00","644371.00","--","459333.00","-64369.00","394964.00","57080.00","337884.00","--","--","337884.00","-4104.00","--","333780.00","337884.00","--","0.00","333780.00","--","0.00","3.73"
"114/10/28","114","2","6109","亞元","359751.00","296247.00","--","--","63504.00","--","--","63504.00","114951.00","--","-51447.00","-9925.00","-61372.00","-4997.00","-56375.00","--","--","-56375.00","-31648.00","--","-88023.00","-56318.00","--","-57.00","-88023.00","--","0.00","-0.83"
"114/10/28","114","2","6111","大宇資","2464168.00","1548193.00","--","--","915975.00","--","--","915975.00","1064118.00","--","-148143.00","192609.00","44466.00","25243.00","19223.00","--","--","19223.00","-81196.00","--","-61973.00","2473.00","--","16750.00","-58361.00","--","-3612.00","0.02"
"114/10/28","114","2","6113","亞矽","328593.00","262499.00","--","--","66094.00","--","--","66094.00","59612.00","--","6482.00","-10319.00","-3837.00","134.00","-3971.00","--","--","-3971.00","-19084.00","--","-23055.00","-3971.00","--","--","-23055.00","--","--","-0.08"
"114/10/28","114","2","6114","久威","495257.00","426942.00","--","--","68315.00","--","--","68315.00","37799.00","--","30516.00","-5425.00","25091.00","23601.00","1490.00","99.00","--","1589.00","125424.00","--","127013.00","1589.00","--","--","127013.00","--","--","0.03"
"114/10/28","114","2","6118","建達","4760577.00","4536518.00","--","--","224059.00","--","--","224059.00","216539.00","--","7520.00","4134.00","11654.00","1519.00","10135.00","--","--","10135.00","--","--","10135.00","10135.00","--","--","10135.00","--","--","0.11"
"114/10/28","114","2","6121","新普","38004655.00","32304044.00","--","--","5700611.00","--","--","5700611.00","2398460.00","--","3302151.00","832816.00","4134967.00","909693.00","3225274.00","--","--","3225274.00","-2276223.00","--","949051.00","2477227.00","--","748047.00","838261.00","--","110790.00","13.39"
"114/10/28","114","2","6122","擎邦","1975223.00","1687318.00","--","--","287905.00","--","--","287905.00","62557.00","--","225348.00","-12049.00","213299.00","40844.00","172455.00","--","--","172455.00","150799.00","--","323254.00","172455.00","--","--","323254.00","--","--","2.22"
"114/10/28","114","2","6123","上奇","2439870.00","2096953.00","--","--","342917.00","--","--","342917.00","211867.00","--","131050.00","9598.00","140648.00","21832.00","118816.00","--","--","118816.00","-176078.00","--","-57262.00","80349.00","--","38467.00","-77137.00","--","19875.00","1.29"
"114/10/28","114","2","6124","業強","983234.00","947320.00","--","--","35914.00","--","--","35914.00","128618.00","--","-92704.00","-126669.00","-219373.00","480.00","-219853.00","--","--","-219853.00","-192619.00","--","-412472.00","-219837.00","--","-16.00","-412456.00","--","-16.00","-1.20"
"114/10/28","114","2","6125","廣運","1331462.00","1069698.00","--","--","261764.00","--","--","261764.00","520705.00","--","-258941.00","86894.00","-172047.00","2796.00","-174843.00","--","--","-174843.00","-148131.00","--","-322974.00","-11568.00","--","-163275.00","-97748.00","--","-225226.00","-0.04"
"114/10/28","114","2","6126","信音","1924574.00","1463686.00","--","--","460888.00","--","--","460888.00","337006.00","--","123882.00","42562.00","166444.00","38109.00","128335.00","--","--","128335.00","-677365.00","--","-549030.00","58073.00","--","70262.00","-331349.00","--","-217681.00","0.46"
"114/10/28","114","2","6127","九豪","521822.00","445646.00","--","--","76176.00","0.00","0.00","76176.00","186790.00","--","-110614.00","180411.00","69797.00","47763.00","22034.00","--","--","22034.00","-142681.00","--","-120647.00","22034.00","--","--","-120647.00","--","--","0.20"
"114/10/28","114","2","6129","普誠","507878.00","337922.00","--","--","169956.00","--","--","169956.00","310174.00","--","-140218.00","7414.00","-132804.00","-582.00","-132222.00","--","--","-132222.00","-80249.00","--","-212471.00","-137287.00","--","5065.00","-207133.00","--","-5338.00","-0.76"
"114/10/28","114","2","6130","上亞科技","78403.00","54997.00","--","--","23406.00","--","--","23406.00","54153.00","--","-30747.00","-14424.00","-45171.00","-4520.00","-40651.00","--","--","-40651.00","-7755.00","--","-48406.00","-32129.00","--","-8522.00","-38228.00","--","-10178.00","-0.73"
"114/10/28","114","2","6134","萬旭","813469.00","615833.00","--","--","197636.00","--","--","197636.00","210574.00","--","-12938.00","-4614.00","-17552.00","8262.00","-25814.00","--","--","-25814.00","-19288.00","--","-45102.00","-21201.00","--","-4613.00","-34333.00","--","-10769.00","-0.26"
"114/10/28","114","2","6138","茂達","3595469.00","2365090.00","--","--","1230379.00","--","--","1230379.00","656104.00","--","574275.00","-12875.00","561400.00","100107.00","461293.00","--","--","461293.00","-3182.00","--","458111.00","386594.00","--","74699.00","383412.00","--","74699.00","5.30"
"114/10/28","114","2","6140","訊達電腦","1185598.00","1091125.00","--","--","94473.00","--","--","94473.00","94451.00","--","22.00","-59098.00","-59076.00","-14668.00","-44408.00","--","--","-44408.00","-12666.00","--","-57074.00","-44408.00","0.00","0.00","-57074.00","--","--","-0.89"
"114/10/28","114","2","6143","振曜","3657581.00","2870947.00","--","--","786634.00","--","--","786634.00","410112.00","--","376522.00","-128450.00","248072.00","50707.00","197365.00","--","--","197365.00","-71226.00","--","126139.00","139126.00","--","58239.00","100795.00","--","25344.00","1.62"
"114/10/28","114","2","6144","得利影","84437.00","50987.00","--","--","33450.00","--","--","33450.00","44814.00","--","-11364.00","1284.00","-10080.00","0.00","-10080.00","--","--","-10080.00","7769.00","--","-2311.00","--","--","--","--","--","--","-0.26"
"114/10/28","114","2","6146","耕興","2229611.00","1211133.00","--","--","1018478.00","--","--","1018478.00","305067.00","--","713411.00","-4355.00","709056.00","131362.00","577694.00","--","--","577694.00","-290502.00","--","287192.00","549494.00","--","28200.00","308204.00","--","-21012.00","5.39"
"114/10/28","114","2","6147","頎邦","10515709.00","8234823.00","--","--","2280886.00","--","--","2280886.00","987901.00","--","1292985.00","-24258.00","1268727.00","190000.00","1078727.00","--","--","1078727.00","244526.00","--","1323253.00","1078727.00","--","--","1323253.00","--","--","1.46"
"114/10/28","114","2","6148","驊宏資","358175.00","269739.00","--","--","88436.00","--","--","88436.00","58482.00","--","29954.00","-2553.00","27401.00","6203.00","21198.00","0.00","--","21198.00","0.00","--","21198.00","21198.00","--","0.00","21198.00","--","0.00","0.45"
"114/10/28","114","2","6150","撼訊","3819095.00","3519699.00","--","--","299396.00","--","--","299396.00","197734.00","--","101662.00","-32787.00","68875.00","20378.00","48497.00","--","--","48497.00","-9717.00","--","38780.00","48904.00","--","-407.00","39187.00","--","-407.00","1.01"
"114/10/28","114","2","6151","晉倫","874261.00","688744.00","--","--","185517.00","--","--","185517.00","111485.00","--","74032.00","-24093.00","49939.00","9635.00","40304.00","--","--","40304.00","-45226.00","--","-4922.00","40304.00","--","0.00","-4922.00","--","0.00","0.73"
"114/10/28","114","2","6154","順發","1940023.00","1634038.00","--","--","305985.00","--","--","305985.00","297866.00","--","8119.00","3418.00","11537.00","2120.00","9417.00","--","--","9417.00","-308.00","--","9109.00","9417.00","--","0.00","9109.00","--","0.00","0.12"
"114/10/28","114","2","6156","松上","2612897.00","2128303.00","--","--","484594.00","0.00","0.00","484594.00","350646.00","--","133948.00","-20785.00","113163.00","48615.00","64548.00","0.00","--","64548.00","-187817.00","--","-123269.00","14046.00","--","50502.00","-102444.00","--","-20825.00","0.13"
"114/10/28","114","2","6158","禾昌","903767.00","661598.00","--","--","242169.00","--","--","242169.00","235449.00","--","6720.00","39366.00","46086.00","13777.00","32309.00","--","--","32309.00","-225702.00","--","-193393.00","32309.00","--","--","-193393.00","--","--","0.59"
"114/10/28","114","2","6160","欣技","627865.00","374366.00","--","--","253499.00","--","--","253499.00","266253.00","--","-12754.00","-15159.00","-27913.00","-5712.00","-22201.00","--","--","-22201.00","-5042.00","--","-27243.00","-23180.00","--","979.00","-28222.00","--","979.00","-0.34"
"114/10/28","114","2","6161","捷波","610442.00","380823.00","--","--","229619.00","--","--","229619.00","154957.00","--","74662.00","4707.00","79369.00","14446.00","64923.00","--","--","64923.00","-61619.00","--","3304.00","64923.00","--","--","3304.00","--","--","1.15"
"114/10/28","114","2","6163","華電網","2221987.00","1746711.00","--","--","475276.00","--","--","475276.00","537391.00","--","-62115.00","-4551.00","-66666.00","-12007.00","-54659.00","--","--","-54659.00","106163.00","--","51504.00","-54659.00","--","--","51504.00","--","--","-0.39"
"114/10/28","114","2","6167","久正","577758.00","536224.00","--","--","41534.00","--","--","41534.00","101952.00","--","-60418.00","51271.00","-9147.00","63.00","-9210.00","--","--","-9210.00","-64466.00","--","-73676.00","-9210.00","--","0.00","-73676.00","--","0.00","-0.06"
"114/10/28","114","2","6169","昱泉","18944.00","9627.00","--","--","9317.00","--","--","9317.00","43463.00","--","-34146.00","3729.00","-30417.00","979.00","-31396.00","--","--","-31396.00","-498.00","--","-31894.00","-31396.00","--","--","-31894.00","--","--","-1.34"
"114/10/28","114","2","6170","統振","1603330.00","1105009.00","--","--","498321.00","--","--","498321.00","325678.00","--","172643.00","44948.00","217591.00","43495.00","174096.00","--","--","174096.00","572.00","--","174668.00","173706.00","--","390.00","174278.00","--","390.00","1.79"
"114/10/28","114","2","6171","大城地產","862883.00","462924.00","--","--","399959.00","--","--","399959.00","35279.00","--","364680.00","2575.00","367255.00","86726.00","280529.00","--","--","280529.00","--","--","280529.00","--","--","--","--","--","--","2.81"
"114/10/28","114","2","6173","信昌電","2054428.00","1581445.00","--","--","472983.00","--","--","472983.00","149361.00","--","323622.00","-115370.00","208252.00","48026.00","160226.00","--","--","160226.00","-145760.00","--","14466.00","160226.00","--","--","14466.00","--","--","0.94"
"114/10/28","114","2","6174","安��","297601.00","192405.00","--","--","105196.00","--","--","105196.00","83427.00","--","21769.00","-13949.00","7820.00","-334.00","8154.00","--","--","8154.00","-13422.00","--","-5268.00","8154.00","--","--","-5268.00","--","--","0.16"
"114/10/28","114","2","6175","立敦","2183089.00","1669918.00","--","--","513171.00","--","--","513171.00","161373.00","--","351798.00","-42277.00","309521.00","50320.00","259201.00","--","--","259201.00","-375274.00","--","-116073.00","184614.00","--","74587.00","-117185.00","--","1112.00","1.23"
"114/10/28","114","2","6179","亞通","1946987.00","1779272.00","--","--","167715.00","0.00","--","167715.00","121882.00","--","45833.00","29213.00","75046.00","15904.00","59142.00","--","--","59142.00","-139875.00","--","-80733.00","66495.00","--","-7353.00","-73380.00","--","-7353.00","0.58"
